user_id,window_start,mean_hr,mean_rr,sdnn,rmssd,beat_count,mean_hr_z,mean_rr_z,sdnn_z,rmssd_z,beat_count_z
user_1,2024-01-01 10:10:00,96.29054242206621,623.1141552511416,98.86326731601487,70.05872372975547,219,1.4036635254372525,-1.3011590279168213,0.647901222258729,0.6511536968469873,-0.8690757235128839
user_1,2024-01-01 10:15:00,89.3854748603352,671.25,57.30351043079567,34.783170440156056,352,0.9454787264281423,-0.9970623697599639,-0.5871776116293639,-0.48287812708127364,1.0731994463145034
user_1,2024-01-01 10:20:00,83.3226509421869,720.0923076923077,62.03795211299426,31.367691957895662,325,0.5431808874091685,-0.6885026545749096,-0.446478792622541,-0.5926782841766826,0.6789029832668383
user_1,2024-01-01 10:25:00,92.74048122005254,646.9666666666667,114.39609631612299,44.42116110951569,360,1.1680997074480615,-1.1504715506749994,1.1095080690316852,-0.1730378235700036,1.190028027958256
user_1,2024-01-01 10:30:00,83.48758208109118,718.6697530864197,77.64561200554695,47.36512544435128,324,0.5541248702237633,-0.6974895977552603,0.017351889377230832,-0.07839581422134549,0.6642994105613692
user_1,2024-01-01 10:35:00,84.71270605793366,708.2762762762762,65.82631817446095,39.407585961655926,333,0.6354178015488401,-0.7631500547615828,-0.33389558501476074,-0.3342132904054203,0.7957315649105909
user_1,2024-01-01 10:40:00,93.46939489944164,641.9213483146067,76.1150315104638,33.218822086959534,356,1.216466673404606,-1.1823451878408933,-0.028134121964464128,-0.5331685024488989,1.1316137371363797
user_1,2024-01-01 10:45:00,105.20667407479392,570.3060240963855,60.66599248987874,24.084643412539425,415,1.9952922028863826,-1.634772705862116,-0.48725088607195455,-0.8268123531122797,1.9932245267590551
user_1,2024-01-01 10:50:00,94.5372783484082,634.6702702702703,66.23506167877186,34.26332747641562,370,1.2873259313417198,-1.2281536412464928,-0.3217484867519413,-0.49958994048607297,1.3360637550129468
user_1,2024-01-01 10:55:00,90.06741811149817,666.1676470588235,65.55705128968484,34.7055035462847,340,0.9907289761434975,-1.029169971756958,-0.34189769703318407,-0.4853749477148919,0.8979565738488744
user_1,2024-01-01 11:00:00,88.85122663355372,675.2861189801699,80.31461753457113,36.18634693562552,353,0.910028759542159,-0.9715643173169921,0.0966697796510412,-0.43776907415198435,1.0878030190199723
user_1,2024-01-01 11:05:00,81.79377597872357,733.5521472392638,48.045190698147245,31.99408599196949,326,0.4417326015550479,-0.6034705491467829,-0.8623176893430843,-0.5725410870893171,0.6935065559723074
user_1,2024-01-01 11:10:00,80.92933857125996,741.3875,41.04664943046005,30.436685915680446,320,0.38437297744510207,-0.5539709589255788,-1.0703013455440895,-0.6226080905633861,0.6058851197394929
user_1,2024-01-01 11:15:00,78.6279256778893,763.0876623376623,88.97059927067302,44.58293884976724,308,0.23166304455030065,-0.41688087807681795,0.3539094901312429,-0.1678370233347157,0.43064224727386397
user_1,2024-01-01 11:20:00,78.37830937731368,765.5179153094463,47.63438683043751,37.484288647709946,307,0.21509978959498458,-0.4015278327308589,-0.8745260177817933,-0.3960430891610801,0.4160386745683949
user_1,2024-01-01 11:25:00,87.2775812130728,687.4617647058824,82.65995493749654,57.05601966954033,340,0.8056097362308355,-0.8946450652417745,0.16636885399065676,0.23314522280973643,0.8979565738488744
user_1,2024-01-01 11:30:00,80.96209961711673,741.0875,63.504289836090685,40.59483266219327,320,0.3865468320927242,-0.5558661993212352,-0.4029019572206921,-0.2960459077364676,0.6058851197394929
user_1,2024-01-01 11:35:00,83.8744932582699,715.3545454545455,61.33681783755283,36.66794231915629,330,0.5797983076470994,-0.7184333158349764,-0.467315201885059,-0.42228683673115136,0.7519208467941837
user_1,2024-01-01 11:40:00,82.76951025917468,724.9046153846153,55.72795592182681,29.976739954031107,325,0.5064773142139802,-0.6581010547922861,-0.6340001671856611,-0.6373943464589505,0.6789029832668383
user_1,2024-01-01 11:45:00,79.99420702228166,750.0543130990416,48.19425425500977,30.84327629010401,313,0.32232245339370647,-0.4992186446359016,-0.8578877971160088,-0.6095371000075788,0.5036601108012093
user_1,2024-01-01 11:50:00,78.0801469743943,768.4411764705883,75.79245693634323,42.24099477219094,306,0.19531526476124844,-0.38306022393203115,-0.03772043956365273,-0.24312539916906115,0.4014351018629258
user_1,2024-01-01 11:55:00,75.72526975512051,792.3378839590443,110.76817005912284,65.81478265890085,293,0.03905771394684215,-0.2320935394143822,1.0016928346138598,0.5147202809423725,0.21158865669182783
user_1,2024-01-01 12:00:00,71.21961485846575,842.4645390070922,62.70424691724895,51.65554542994857,282,-0.2599143909271974,0.0845799990728472,-0.4266777477767456,0.05953179705497954,0.05094935693166797
user_1,2024-01-01 12:05:00,71.78394044966068,835.8415492957746,57.47575521180363,42.55107095686279,284,-0.22246864470302483,0.04273947360317228,-0.5820588164482909,-0.23315712855475415,0.08015650234260613
user_1,2024-01-01 12:10:00,71.66200732369964,837.2637362637363,46.912034820384946,40.41803616034336,273,-0.23055950034079417,0.05172409424269355,-0.8959929787338614,-0.30172952828271427,-0.08048279741755371
user_1,2024-01-01 12:15:00,71.02179316875566,844.8111111111111,91.9997851675742,47.55407800149732,270,-0.2730408216723203,0.0994043932157004,0.4439312723930531,-0.07232140310560523,-0.12429351553396095
user_1,2024-01-01 12:20:00,75.99226385061701,789.5540540540541,91.1996345356775,51.501258829439784,296,0.05677407007052006,-0.24968029571629055,0.42015228080493655,0.05457182056513515,0.25539937480823505
user_1,2024-01-01 12:25:00,76.57311969743866,783.5647840531561,74.56352966231688,47.1826592439779,301,0.09531667911090513,-0.2875173172035965,-0.07424187708624684,-0.08426170316477102,0.32841723833558045
user_1,2024-01-01 12:30:00,76.35595449185112,785.7933333333333,74.53717141106242,57.10996843794678,300,0.0809067120563681,-0.2734385284719244,-0.0750251953889165,0.23487955762604357,0.31381366563011137
user_1,2024-01-01 12:35:00,76.54548373197252,783.8476821192053,76.40530571968074,40.387697544633696,302,0.09348289846077808,-0.28573011772816564,-0.019507711256201314,-0.3027048483698647,0.34302081104104953
user_1,2024-01-01 12:40:00,75.64795775899272,793.1476510067114,69.0541558653431,43.92045917345052,298,0.03392768718169861,-0.22697786201501693,-0.2379702401614414,-0.18913429483266156,0.2846065202191732
user_1,2024-01-01 12:45:00,76.46266710278707,784.6966666666667,78.19107452905936,62.42003580233848,300,0.08798761253363518,-0.2803666850293771,0.033562023121034464,0.4055866002338913,0.31381366563011137
user_1,2024-01-01 12:50:00,73.943706554907,811.4280821917808,67.61030162376478,47.90648106295276,292,-0.0791576647607953,-0.11149182324184549,-0.28087890822506895,-0.06099241605161494,0.19698508398635875
user_1,2024-01-01 12:55:00,71.82677688261303,835.3430656934306,83.54270588338646,53.61697697353162,274,-0.2196262391440527,0.039590319404057675,0.19260257359287836,0.12258752782180866,-0.06587922471208464
user_1,2024-01-01 13:00:00,72.28445754154839,830.0539568345324,113.2611466075518,59.86302053385565,278,-0.18925690258797634,0.006176543516039882,1.0757794703188694,0.32338415637924156,-0.007464933890208332
user_1,2024-01-01 13:05:00,74.72349608848126,802.9602888086642,105.42599167973432,102.75616628769744,277,-0.027414838565976422,-0.16498683684767979,0.8429332090111427,1.702304903955199,-0.02206850659567741
user_1,2024-01-01 13:10:00,75.61180125728855,793.526923076923,72.99258997506661,61.21463599688934,260,0.03152852753291965,-0.22458182285365313,-0.12092728870682447,0.36683563497718785,-0.2703292425886517
user_1,2024-01-01 13:15:00,77.58037692834449,773.391447368421,83.87694148423448,69.71391326679559,304,0.16215309276901688,-0.3517870460153231,0.2025354352619049,0.6400687952152605,0.37222795645198764
user_1,2024-01-01 13:20:00,73.1818083518955,819.8758865248227,95.9532555239923,74.3190199476463,282,-0.12971331420106125,-0.05812308981991933,0.5614210731900495,0.7881128949291861,0.05094935693166797
user_1,2024-01-01 13:25:00,83.079987420065,722.1955835962145,107.29168621007284,71.35616673873092,317,0.527078983102472,-0.6752152763872633,0.8983781874619527,0.6928636496245446,0.5620744016230856
user_1,2024-01-01 13:30:00,106.6477979915091,562.5995203836931,57.9650532960643,13.94296417552595,417,2.0909177802213326,-1.6834582963473388,-0.5675177855899687,-1.1528451415543732,2.0224316721699935
user_1,2024-01-01 13:35:00,94.78434675483035,633.0159151193634,66.37886712918863,28.198432505100012,377,1.3037201211343623,-1.2386049769490266,-0.31747485568865,-0.6945630384213564,1.4382887639512303
user_1,2024-01-01 13:40:00,116.53094239258589,514.8847058823529,44.101762430775416,12.63343870784616,425,2.7467124542781045,-1.9848951093945641,-0.979509057893152,-1.1949435189320932,2.1392602538137457
user_1,2024-01-01 13:45:00,105.57199779631266,568.3325242718447,67.93555419321721,30.093568599390615,412,2.019533207687697,-1.647240227823081,-0.27121300557535244,-0.6336385612357837,1.949413808642648
user_1,2024-01-01 13:50:00,101.71840475557511,589.8637532133677,38.91087420295138,22.902583926611072,389,1.7638285766977273,-1.5112173782961156,-1.1337726210071237,-0.8648129781857994,1.6135316364168593
